month,SDII
2009-06,3.202996826171875
2009-07,2.7823077786353325
2009-08,1.3478456312610256
2009-09,1.4048121134440104
2009-10,2.1657904348065777
2009-11,2.7866897583007812
2009-12,3.71416497999622
2010-01,2.513821017357611
2010-02,2.982316153390067
2010-03,2.3730050363848285
2010-04,1.891268793741862
2010-05,4.218028406943044
2010-06,4.109104665120443
2010-07,2.0439066733083417
2010-08,3.094970703125
2010-09,5.368274434407552
2010-10,2.1760310511435232
2010-11,3.4153661092122394
2010-12,1.9240225515057963
2011-01,0.653395745062059
2011-02,0.5638535363333566
2011-03,1.165986091859879
2011-04,1.7820995330810547
2011-05,1.314603497905116
2011-06,2.516887410481771
2011-07,3.1047907183247228
2011-08,0.49880433851672756
2011-09,1.269308853149414
2011-10,2.434423139018397
2011-11,0.09949803352355957
2011-12,2.8666640250913558
2012-01,1.1934253323462702
2012-02,1.8658124989476697
2012-03,0.41374849504040134
2012-04,1.889427693684896
2012-05,2.8909097486926663
2012-06,2.5043785095214846
2012-07,1.640990964827999
2012-08,0.3324381920599168
2012-09,4.602318827311198
2012-10,3.2261861985729587
2012-11,3.430561065673828
2012-12,2.7206253543976815
2013-01,3.9994450230752268
2013-02,4.264118739536831
2013-03,4.204311247794859
2013-04,1.8041790008544922
2013-05,3.5094176261655745
2013-06,1.689889144897461
2013-07,1.5628743325510333
2013-08,2.3905637187342488
2013-09,4.310015360514323
2013-10,1.2136890042212702
2013-11,5.676323445638021
2013-12,0.5592838410408266
2014-01,2.2672338178080897
2014-02,4.662592206682477
2014-03,0.812486340922694
2014-04,3.9421282450358075
2014-05,3.4584478562878025
2014-06,3.1423235575358075
2014-07,4.3708067863218245
2014-08,4.096542604507938
2014-09,8.951620483398438
2014-10,3.8395909955424647
2014-11,1.8488268534342447
2014-12,2.3191033640215473
2015-01,2.2788585539787047
2015-02,3.423639569963728
2015-03,1.196196033108619
2015-04,1.2146830240885416
2015-05,4.75053454983619
2015-06,2.1666407267252605
2015-07,1.943326888545867
2015-08,2.6430932321856098
2015-09,2.5393885294596354
2015-10,6.8474756056262605
2015-11,1.3327598571777344
2015-12,0.18003102271787583
2016-01,2.5008033014112905
2016-02,5.186315602269666
2016-03,2.2294793898059475
2016-04,1.5886704762776693
2016-05,4.0283454156691025
2016-06,2.964160410563151
2016-07,2.937105240360383
2016-08,1.7992626313240296
2016-09,2.115342966715495
2016-10,2.2006843320785032
2016-11,3.98349609375
2016-12,0.32882733498850175
2017-01,1.4855573100428427
2017-02,2.5221729278564453
2017-03,1.0369075652091735
2017-04,2.1772384643554688
2017-05,2.542599585748488
2017-06,3.014683787027995
2017-07,1.9019881217710433
2017-08,1.5634375541440901
2017-09,5.721132405598959
2017-10,2.5394673501291583
2017-11,4.657188924153646
2017-12,3.4583233248802925
2018-01,2.1913629347278225
2018-02,5.0018190656389505
2018-03,3.4348277430380545
2018-04,1.2186365763346354
2018-05,3.9765221380418345
2018-06,5.20614980061849
2018-07,2.2216880552230345
2018-08,2.493900914346018
2018-09,2.066560745239258
2018-10,1.2572079320107736
2018-11,2.17450434366862
2018-12,1.2216298503260459
2019-01,1.5440871946273311
2019-02,1.000432082584926
2019-03,1.6890939281832786
2019-04,3.9607622782389322
2019-05,6.080938523815524
2019-06,2.8382837931315104
2019-07,3.107026623141381
2019-08,2.620054675686744
2019-09,3.2190521240234373
2019-10,1.9180831909179688
2019-11,4.321245320638021
2019-12,3.0655438823084675
