valid_time,depthBelowLandLayer,latitude,longitude,number,surface,monthly_sums,days_above_1mm,days_above_10mm,days_above_20mm
1998-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,62.026566,5.0,2.0,1.0
1998-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,310.52588,14.0,7.0,5.0
1998-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,360.11694,16.0,8.0,6.0
1998-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,239.24756,19.0,9.0,4.0
1998-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,149.33347,10.0,4.0,2.0
1999-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,137.92398,9.0,5.0,3.0
1999-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,144.50288,12.0,4.0,4.0
1999-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,123.331024,8.0,4.0,3.0
1999-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,189.89139,17.0,6.0,3.0
1999-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,42.68765,9.0,1.0,0.0
1999-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,104.898155,8.0,3.0,2.0
1999-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,42.83738,6.0,1.0,0.0
1999-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,43.635788,4.0,2.0,0.0
1999-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,67.772804,5.0,2.0,1.0
1999-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,110.03076,11.0,4.0,2.0
1999-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,272.67896,12.0,8.0,6.0
1999-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,442.37897,22.0,11.0,8.0
2000-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,55.560947,6.0,1.0,1.0
2000-02-29,100.0,42.700000000001175,18.099999999999987,0,0.0,78.70477,10.0,3.0,2.0
2000-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,110.55577,10.0,3.0,1.0
2000-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,100.597626,12.0,4.0,2.0
2000-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,29.447498,8.0,0.0,0.0
2000-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,13.993265,4.0,0.0,0.0
2000-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,57.104057,5.0,1.0,1.0
2000-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,7.5373054,1.0,0.0,0.0
2000-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,129.83788,11.0,4.0,2.0
2000-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,270.549,17.0,7.0,4.0
2000-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,441.48245,20.0,12.0,7.0
2000-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,318.28156,12.0,9.0,5.0
2001-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,302.92584,19.0,9.0,7.0
2001-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,142.70883,10.0,5.0,4.0
2001-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,142.87157,18.0,5.0,1.0
2001-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,192.59286,15.0,6.0,3.0
2001-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,70.083206,8.0,3.0,2.0
2001-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,53.193268,11.0,2.0,1.0
2001-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,18.567265,3.0,0.0,0.0
2001-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,9.7607975,3.0,0.0,0.0
2001-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,254.59238,14.0,10.0,5.0
2001-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,31.350792,6.0,1.0,0.0
2001-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,288.15933,14.0,10.0,4.0
2001-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,116.40263,12.0,4.0,1.0
2002-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,132.57336,9.0,3.0,2.0
2002-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,117.97887,13.0,5.0,2.0
2002-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,41.780174,5.0,2.0,0.0
2002-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,172.85426,18.0,5.0,3.0
2002-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,103.25558,10.0,2.0,1.0
2002-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,49.55721,9.0,2.0,0.0
2002-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,75.38909,12.0,3.0,0.0
2002-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,201.7814,13.0,4.0,4.0
2002-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,275.5854,14.0,6.0,6.0
2002-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,318.6162,12.0,7.0,3.0
2002-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,213.0582,18.0,6.0,4.0
2002-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,226.97908,19.0,8.0,3.0
2003-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,305.85992,18.0,10.0,7.0
2003-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,93.38998,2.0,2.0,2.0
2003-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,9.726107,4.0,0.0,0.0
2003-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,120.811516,9.0,2.0,2.0
2003-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,20.937143,4.0,1.0,0.0
2003-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,24.693848,6.0,0.0,0.0
2003-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,7.8755617,5.0,0.0,0.0
2003-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,14.407752,3.0,0.0,0.0
2003-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,133.68835,8.0,4.0,3.0
2003-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,340.55066,17.0,11.0,8.0
2003-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,383.38138,12.0,7.0,7.0
2003-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,146.92885,12.0,4.0,2.0
2004-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,227.7532,14.0,7.0,5.0
2004-02-29,100.0,42.700000000001175,18.099999999999987,0,0.0,247.97946,14.0,7.0,5.0
2004-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,234.7576,15.0,6.0,4.0
2004-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,197.4048,19.0,8.0,2.0
2004-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,146.04254,14.0,3.0,1.0
2004-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,70.06551,6.0,4.0,0.0
2004-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,31.533657,5.0,1.0,0.0
2004-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,62.973072,9.0,2.0,0.0
2004-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,115.464035,7.0,3.0,3.0
2004-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,188.77353,9.0,5.0,5.0
2004-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,280.91675,16.0,7.0,4.0
2004-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,278.0628,12.0,8.0,6.0
2005-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,105.56733,7.0,5.0,1.0
2005-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,282.44162,13.0,9.0,6.0
2005-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,166.31276,12.0,4.0,2.0
2005-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,135.1149,13.0,5.0,2.0
2005-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,58.98719,9.0,2.0,0.0
2005-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,54.25221,3.0,2.0,1.0
2005-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,53.815903,12.0,2.0,0.0
2005-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,101.01849,13.0,4.0,1.0
2005-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,145.31113,11.0,3.0,3.0
2005-10-31,100.0,42.700000000001175,18.099999999999987,0,0.0,126.69717,9.0,3.0,1.0
2005-11-30,100.0,42.700000000001175,18.099999999999987,0,0.0,254.41391,17.0,10.0,4.0
2005-12-31,100.0,42.700000000001175,18.099999999999987,0,0.0,369.8063,21.0,11.0,8.0
2006-01-31,100.0,42.700000000001175,18.099999999999987,0,0.0,123.34454,8.0,4.0,3.0
2006-02-28,100.0,42.700000000001175,18.099999999999987,0,0.0,186.10107,15.0,7.0,2.0
2006-03-31,100.0,42.700000000001175,18.099999999999987,0,0.0,192.8836,17.0,6.0,3.0
2006-04-30,100.0,42.700000000001175,18.099999999999987,0,0.0,119.38488,17.0,3.0,1.0
2006-05-31,100.0,42.700000000001175,18.099999999999987,0,0.0,48.196194,9.0,1.0,0.0
2006-06-30,100.0,42.700000000001175,18.099999999999987,0,0.0,60.803406,11.0,3.0,0.0
2006-07-31,100.0,42.700000000001175,18.099999999999987,0,0.0,25.716782,8.0,0.0,0.0
2006-08-31,100.0,42.700000000001175,18.099999999999987,0,0.0,128.09607,13.0,6.0,2.0
2006-09-30,100.0,42.700000000001175,18.099999999999987,0,0.0,154.22922,7.0,4.0,3.0
