month,SDII
2007-03,5.2111762262159775
2007-04,1.1962613423665365
2007-05,3.7469479960779988
2007-06,0.9411396026611328
2007-07,0.2679998028662897
2007-08,0.806504649500693
2007-09,6.783698018391927
2007-10,5.994823824974798
2007-11,7.100762430826823
2007-12,4.93812019594254
2008-01,5.7397583992250505
2008-02,2.994958811792834
2008-03,7.377228767641129
2008-04,4.159831746419271
2008-05,1.4925252852901336
2008-06,2.6184282938639325
2008-07,0.9534071030155304
2008-08,0.15732742124988186
2008-09,2.4428426106770833
2008-10,6.746900004725302
2008-11,8.933170572916667
2008-12,9.327336465158771
2009-01,9.479491203061995
2009-02,6.309480939592634
2009-03,5.443960866620464
2009-04,2.8161387125651043
2009-05,1.3184162262947328
2009-06,5.9908910115559895
2009-07,0.9662798604657573
